10000 10000
8677 5303 255
1269 7842 510
8448 6679 679
4520 1915 558
4179 5019 353
207 677 992
7863 1801 405
1988 2166 314
1101 1220 951
4148 4658 883
7920 1274 458
7045 4338 195
4257 1663 303
8342 8552 219
3312 5238 645
514 3756 258
8697 5558 328
3973 4956 550
5531 4865 157
9641 855 290
2923 5550 999
6142 9119 730
5582 4708 797
6011 6861 620
6787 8011 9
6021 3091 803
8448 9481 492
2876 1624 579
2464 757 963
3958 783 169
718 7751 908
177 8372 166
1063 6177 619
2779 4505 799
8401 166 503
5262 3754 108
5314 3958 798
5304 9165 486
5144 5919 240
930 9011 284
4904 8502 275
248 1786 83
1220 635 868
967 8375 883
1004 9183 321
4981 9299 126
9069 4762 434
3256 640 884
5970 1330 956
2222 8412 10
1316 1464 106
7143 8191 416
6963 7146 2
96 3726 286
7592 6231 967
8589 1278 789
616 27 601
5399 1318 65
1102 5620 89
9233 7196 767
9214 3729 90
6377 6725 294
5659 726 113
2761 618 641
2046 1455 882
7382 4521 287
6439 3158 57
9872 7514 903
5820 3651 456
758 2903 680
8450 1053 997
5749 3232 885
6183 525 303
1075 7102 590
1475 7709 515
7917 1761 331
5766 5460 725
4200 1784 549
81 8208 564
8419 7816 879
7536 9164 365
4248 3346 787
2282 3836 858
8316 4219 652
6149 2311 706
6327 732 249
5547 3536 31
4925 282 883
4339 9989 69
3207 596 705
978 3399 665
8252 3565 210
939 9001 131
4269 3280 346
3158 7155 644
9811 2877 558
8152 3460 488
9472 361 418
2614 7725 719
746 8379 432
1901 5403 88
5486 7470 297
224 2170 150
3667 2099 361
7804 8056 57
1642 7131 956
1343 5 313
1753 5297 682
1691 7836 355
9752 2384 816
910 4658 140
5046 7694 645
1037 92 158
4112 3826 939
3815 2276 658
1972 5480 403
2376 89 834
6918 1893 756
6253 8850 921
8774 3223 857
4951 3762 996
3282 2659 291
4139 3247 794
1047 3732 964
5631 6357 889
936 9384 468
1303 2538 670
2207 1563 30
911 7465 600
1696 6001 863
9330 2384 599
335 3162 12
1142 6002 973
1361 5257 85
4412 7072 94
3891 2582 978
1490 4821 488
3525 1586 158
1377 9785 898
847 8643 110
1622 5766 373
7260 4287 884
397 8796 789
6939 2380 8
7424 8089 464
5817 969 750
880 6292 676
6978 3515 96
7236 7780 231
6902 3001 368
5256 5 899
2028 1922 94
6131 158 698
2171 3517 609
8397 6495 578
8789 1241 715
5442 1064 92
7088 788 226
9689 7972 82
1129 1705 393
2387 6157 914
3265 1384 117
2426 3181 728
3926 3676 781
9143 1573 125
3806 9313 417
926 850 953
4848 268 633
6732 9180 469
9324 4 996
20 2994 37
1945 2000 212
7017 1414 671
2523 1342 332
3349 2594 666
4346 2593 214
5426 9003 140
2702 9080 328
9101 156 805
581 8722 583
3711 2025 669
8722 6054 870
6834 3204 552
6876 9583 995
5956 4315 809
8529 5145 674
56 6464 241
1030 179 172
2223 498 989
3620 6670 213
1105 9074 293
1435 799 11
3507 8543 448
6104 3499 900
7316 7066 63
5178 7816 306
4580 8181 673
6741 9498 692
8411 2507 175
1409 1523 842
1880 8592 400
2668 2338 497
8061 329 214
9084 6110 408
1805 3510 863
5981 5289 562
8849 3625 248
3961 2608 938
7078 8863 167
6358 9520 803
6456 9037 66
4540 3726 344
21 2168 642
3918 2627 274
9541 1941 187
6413 9111 597
277 4325 292
8182 3793 724
1624 5692 735
1833 7945 270
6437 1972 361
517 5790 645
2614 8149 846
1656 3271 469
5735 2128 544
8701 9756 558
4537 206 685
583 6795 578
4134 4001 477
7639 9103 533
7020 8338 531
7662 1331 950
3053 6238 604
2661 2824 713
8645 6165 243
4672 2260 746
2385 6267 290
5486 4677 206
1943 7839 940
4465 4231 84
3276 21 249
9401 4066 935
6040 7328 202
4533 8 680
5771 1355 372
6980 6644 15
7899 5312 438
179 7568 154
2710 146 231
9060 8906 624
2416 391 135
1951 8025 965
9333 2141 108
720 2027 764
2787 9246 610
5081 475 981
5537 7967 669
573 1845 460
6973 755 202
1147 9591 412
8648 9916 919
9696 999 988
5639 7471 320
1371 8829 125
6913 4395 532
520 1658 320
2805 6865 63
6721 590 696
997 465 615
753 5946 917
6412 8473 272
3758 5591 573
7141 6093 416
2703 1545 306
6071 4177 82
3526 5133 920
7496 9294 6
7040 5464 753
2390 8015 69
2474 7254 146
2961 1916 439
4579 1436 63
2413 4301 241
1112 6131 246
773 367 58
6266 7151 39
3387 4791 972
4219 5147 186
1008 72 217
6711 2959 201
5403 542 345
4567 1272 247
348 3377 910
7977 5946 132
7432 7405 163
600 8401 759
3436 2750 155
4628 3315 19
9462 9695 337
533 9010 957
5124 2363 827
1681 656 377
3087 4369 95
642 5120 357
652 1482 624
926 6746 323
7115 2406 302
89 8896 218
4199 5635 612
2322 481 375
546 2039 562
1270 9086 78
6817 1642 452
1949 9377 353
1171 2070 779
2961 2373 918
7546 2578 561
9372 9742 359
5997 2809 52
5250 5269 542
5237 9859 706
1453 2256 2
2952 3385 771
285 214 350
6700 87 83
2182 7058 860
1529 2928 209
8773 8581 75
8680 1172 373
2708 1004 735
1581 2224 53
7009 3207 51
6406 7560 42
2805 5486 488
3219 9965 988
1448 2032 608
6328 3539 553
2530 8738 20
4857 1285 380
2850 2719 749
9040 2137 389
6775 6522 991
8632 515 727
6530 3680 84
5069 8740 732
6631 1154 635
1682 7558 600
1203 1862 217
6141 5730 896
9664 1811 242
9851 1388 88
3574 207 539
176 618 377
1839 3171 907
3409 9546 63
1659 9797 12
9329 9544 994
2194 9794 898
248 7202 128
4078 9292 910
6476 1394 812
6276 3897 23
5554 7377 523
2656 487 321
3409 1596 899
531 2239 978
5107 6996 658
6184 4157 329
6 7027 208
1458 9781 452
5648 4841 960
1584 249 918
9337 496 56
3447 7996 138
6109 6634 700
4663 4119 718
7358 36 666
5112 9461 272
8200 6618 879
9600 252 802
2746 5029 267
5867 4949 630
1231 4217 447
3806 4564 889
5540 3042 199
1482 2333 787
7370 1279 724
3794 2256 545
6789 3961 727
6993 279 393
1272 3451 320
6686 8469 339
3968 9790 19
9560 5445 456
2896 8386 786
9580 3160 741
4400 6571 164
6984 5065 806
244 8337 930
4074 9022 543
5286 8576 520
5444 6414 104
2644 8007 413
580 6763 952
2106 4518 859
5561 4429 774
9483 3651 941
1293 2104 363
8329 4222 165
7675 2960 453
8416 8773 319
294 9276 158
2162 9476 797
9654 8636 292
7922 5045 421
2549 1563 929
1593 2467 265
9472 3417 938
3325 1736 791
5710 3137 693
1786 4881 494
1281 6984 519
7163 497 506
4902 2661 51
8842 2918 69
585 7834 37
4701 6615 606
1639 9620 908
4571 8387 924
618 3236 349
4398 6925 960
788 3854 302
1859 4997 744
3251 1137 682
6892 474 832
9734 5310 106
6831 721 570
8213 468 687
8456 3190 635
8488 9033 624
1482 172 66
5626 7360 390
7912 8309 541
5479 3990 192
7203 3556 742
4569 4706 617
908 3224 426
81 1350 423
4678 4408 593
4240 3292 279
4880 1602 618
6489 2988 421
2270 2106 24
8856 733 273
4760 9998 134
4562 8114 367
7638 9195 760
3936 6441 592
9953 954 870
2144 6032 244
3273 8426 197
7292 3912 412
2076 5754 626
6753 7264 77
2728 4968 461
1892 728 321
1792 8377 437
86 2250 656
8841 2187 483
3906 5881 288
9775 9709 91
309 1546 131
8085 1399 529
5752 8792 725
6304 414 499
5730 7212 40
2069 1089 477
1562 109 424
8214 3710 403
8668 9316 956
1686 3478 324
6926 334 355
766 2466 487
5271 1212 318
7576 9231 177
8156 238 478
7949 6442 377
7946 776 29
9128 4457 417
6915 9234 972
9988 3972 391
6154 4646 794
6783 4634 320
3050 6607 423
9286 6197 931
533 336 570
1436 4575 974
9405 702 976
4173 1529 373
4418 4485 504
1480 4710 221
5322 8327 13
612 4955 145
4487 9351 141
5495 6052 841
1407 437 121
6643 2261 468
8906 7848 660
2344 8606 704
8996 4146 554
8292 1515 418
4253 2236 341
5586 7238 527
5237 9964 535
4829 675 205
9571 7752 201
1197 2563 535
7798 3792 385
8269 9918 731
3783 7977 407
938 1943 89
619 9062 854
4030 7452 707
7104 1023 431
3850 7670 558
1345 3182 239
2463 9682 404
989 1077 306
9299 7317 316
395 2535 831
2133 7270 906
6664 2231 380
6699 6193 129
4244 2276 120
725 4590 955
745 2948 335
6064 2466 216
1428 1435 265
4330 3016 448
8472 5347 438
4397 1979 851
9872 9552 674
6640 7258 463
4762 3811 216
1581 5122 196
2361 2487 217
500 3480 904
4193 328 508
1863 514 410
1038 350 465
4305 577 220
15 2293 294
4004 9531 550
2706 1363 340
6427 9624 482
8486 8496 52
7376 302 702
1954 3390 737
3397 6015 700
7886 1656 435
9259 1329 241
7718 1982 94
9970 3847 435
3583 9017 237
1698 4478 478
2632 5624 696
4754 1565 10
790 1442 619
3776 5295 188
6759 2436 872
9886 5516 765
3494 9698 581
3211 7014 271
1830 3099 877
4721 1616 453
4571 215 442
9268 1197 247
824 794 219
4639 8433 441
5085 5507 107
2466 1440 831
5771 1215 616
3377 1399 990
1032 4909 109
7038 2515 98
780 4766 355
8330 708 104
2169 6485 777
4424 2462 266
7604 2103 223
8764 2287 396
209 1165 131
6486 2157 628
9713 7990 197
8796 1491 276
1998 6145 450
5057 9515 64
7085 5853 853
9930 8892 715
1693 3643 125
381 7690 618
2744 53 282
3411 1818 269
5867 6977 326
7924 1631 838
7143 2219 679
1045 6409 830
2814 3462 707
477 2486 922
320 3743 586
914 5678 597
5485 7634 687
4507 3032 161
7302 41 962
1541 6510 716
5983 9483 694
2064 8048 957
4548 6639 51
7100 4594 885
78 2178 554
4524 1740 289
8436 6546 227
2284 3964 996
6156 1169 793
5008 7212 884
4059 6555 597
382 9652 674
4333 6541 426
2286 1196 8
1614 5561 726
3907 727 208
6367 8056 7
5401 9129 295
2373 7947 857
8436 3192 536
7550 1029 928
2918 6457 758
1044 3925 822
1773 5208 561
6755 9122 724
3117 2334 392
8194 8925 390
886 8429 880
7003 4365 164
3046 1235 879
8345 1145 852
3588 1785 792
7691 9371 719
7188 3470 478
6433 5853 803
6901 9934 264
6972 1618 354
8592 118 735
6456 1832 700
9184 3804 729
3146 1846 848
9392 4091 340
1141 2407 977
8844 1456 599
8615 2590 789
4137 8747 953
2094 2469 76
8611 1286 349
3089 4575 847
9989 9268 128
5808 202 588
8075 129 467
6102 1782 675
6727 1458 156
5085 1434 273
114 5497 936
1192 3068 629
1185 7041 147
1734 2669 723
1236 805 122
8540 6667 79
6212 7473 797
711 8420 58
8585 9781 743
2655 6545 77
2747 756 334
2650 2786 215
7019 1827 403
3214 5850 375
2787 8916 896
1080 2654 427
656 8476 150
7811 1387 545
4749 5024 249
683 3469 246
7885 2014 546
160 1074 196
7202 6878 275
7354 6644 487
1937 2075 322
2120 5560 54
7523 2403 356
2549 7947 287
7787 2333 487
4686 9709 875
2047 6538 84
6546 6456 26
783 2049 771
1824 1954 985
3677 4773 605
9244 33 908
992 3368 678
141 6054 795
4605 5285 646
4703 884 178
1566 4808 216
7672 5443 87
6247 6520 124
3209 6551 311
4633 6273 392
1994 2005 437
1879 3253 786
9133 1596 8
3855 3628 935
459 9366 158
9502 9652 592
5122 4712 734
7408 5656 733
2655 1003 122
547 4095 267
5320 1591 172
1597 1286 37
5712 7532 853
3007 238 338
348 8277 393
925 415 547
6523 5826 261
1269 943 720
9027 9677 893
1688 8010 9
9110 1046 979
8445 3876 709
5603 358 291
9848 4216 831
6367 7348 506
8525 915 286
1410 2669 637
3522 9544 782
448 206 891
1879 7559 970
6374 2225 343
2040 2346 42
9335 521 188
3109 3725 544
9308 9133 875
5754 4365 690
6158 6748 387
8161 6716 875
6231 7071 801
8579 3156 904
5394 7473 469
2933 9924 150
4097 4847 166
181 8858 130
9791 6707 905
3675 9117 562
7978 2567 570
8732 5285 722
440 4459 594
3713 2166 365
1856 5822 322
5015 6591 314
9955 5314 226
8341 4563 129
3939 1718 438
4305 9572 189
156 5917 624
2427 1632 898
414 5803 81
2501 2273 141
2357 9127 261
8232 9764 724
8662 9160 588
1116 1708 492
4096 2385 298
7876 1955 235
481 2551 282
3751 4767 943
3650 2504 358
7462 676 329
8493 217 628
8774 7279 929
4958 1666 369
51 2151 670
3659 1845 729
103 3106 559
2271 6231 90
1160 23 440
5242 2606 509
2032 8757 613
863 6020 856
8397 1498 647
683 3047 776
4455 1056 678
4939 2196 958
5072 7231 55
5631 8148 947
1525 7655 681
2817 3212 991
4922 8502 993
391 1892 985
2507 8565 512
7851 7434 787
8897 1980 759
3156 5447 947
4401 6325 406
3502 9122 465
50 3360 48
8931 9792 506
9517 2833 948
3664 4222 18
8539 5088 907
2959 868 24
4944 1691 204
3529 2531 172
6206 2350 99
6929 8676 948
9734 7942 810
7510 635 113
3779 6888 107
2964 10 720
3994 1864 346
6736 8691 259
5728 2942 720
4110 6313 548
6891 5819 418
2170 4970 241
886 1371 606
8629 5195 638
1019 1437 366
178 8454 474
9864 843 604
4658 433 647
6284 5138 446
3971 4504 689
777 2146 175
8422 5138 747
6783 9065 570
9299 5572 212
2111 1611 896
7271 3925 655
3463 3845 284
606 4732 345
4757 3692 891
1702 621 420
6390 7588 645
8893 2332 256
3715 3122 630
3159 8242 933
8959 1801 295
9085 2461 905
9790 7202 226
2990 9581 346
3997 2080 171
8151 1200 435
8577 2608 257
5378 4021 956
6257 5352 175
3433 2160 762
5803 2197 424
6361 9907 354
1877 2023 426
3669 4179 161
2492 7309 888
2257 3271 389
852 5997 813
5285 4959 811
9627 1153 793
9590 9333 938
2729 7558 499
4381 9887 681
4555 4174 823
3831 365 857
7500 8693 852
3639 5476 138
8335 2093 885
2278 9207 475
304 9842 100
8896 3877 624
6280 8094 587
4551 1336 420
9163 7031 745
7019 96 623
1370 4177 182
8194 7636 348
2681 1643 863
800 1124 644
3977 9315 463
9597 8602 342
6905 4187 114
4187 1986 832
5929 1247 677
3282 5297 968
2166 8051 966
3095 6235 968
2201 3726 929
5778 145 760
9192 750 13
2810 2035 21
667 8989 365
46 2328 299
140 3103 830
1697 3535 449
3719 9537 191
1580 6875 67
6736 1098 884
5601 3141 21
6491 3307 421
8810 1237 272
9000 7000 934
9758 3284 705
7303 6373 814
7944 6639 570
2156 6043 24
550 4394 48
629 5660 887
2473 1989 516
1350 9234 924
4891 8273 968
8656 2912 665
2057 8697 671
3009 8002 727
7420 1283 590
3453 242 59
3182 8656 774
5675 9062 420
8318 3786 236
6397 5255 337
770 3142 734
255 1836 965
9550 4208 412
737 8597 364
8653 9919 827
6492 8991 927
7030 5751 111
1183 1674 489
5357 9113 464
6097 3151 334
8548 3023 643
8070 529 153
902 8366 916
7140 7908 446
4987 2758 751
7113 3632 684
7591 9643 168
2335 8533 912
3676 8683 985
6368 4142 979
7974 9193 263
1972 7210 779
4554 6855 321
3502 2579 315
5455 6979 735
4706 4222 231
7025 2127 996
2792 5540 586
9791 6010 691
7940 6583 743
9264 3761 731
1104 852 443
185 2241 309
2804 69 719
6643 8569 902
9993 2011 988
6389 9414 752
7160 2189 277
1767 1858 87
9910 1122 134
7409 628 52
932 1462 277
6524 5663 482
6920 6051 62
266 8218 143
7279 9547 452
6465 9502 242
7423 6568 292
6836 6503 25
7292 8117 125
8528 2133 866
1787 3976 19
643 1766 428
7776 9914 578
5659 3307 833
9097 210 789
1588 6785 754
5325 6956 965
8883 7978 241
9989 6453 202
636 6577 266
1306 1359 618
7001 1952 841
9269 2185 107
8847 4227 108
6028 778 48
5525 7450 438
3593 1449 364
6939 4082 125
4318 1648 894
122 4946 625
8108 9441 64
165 1774 461
864 1018 320
4474 2987 434
2969 2348 251
3012 2693 308
4320 886 698
6135 6805 477
7962 2904 857
1980 5720 177
584 2926 93
1996 1924 547
2310 2472 691
220 9271 476
5432 8138 797
767 147 65
2957 8721 590
2431 6574 368
787 4835 398
8092 2000 534
6092 5846 973
2580 9394 68
7690 3353 452
7116 9145 783
3543 7486 311
6218 2093 977
622 7667 846
8538 7340 186
5545 6537 937
5011 1470 420
6350 2765 916
9143 9737 197
2596 6450 143
2376 3569 945
7025 9632 391
4875 9389 826
3919 9302 753
132 9651 994
8286 107 652
1541 1270 986
7069 5842 327
6729 6460 84
43 9465 379
185 3852 109
2222 8802 810
1926 4467 695
9493 7431 37
1413 5980 600
6749 4828 545
7370 7151 643
1891 4860 120
6194 4277 313
998 2305 295
2426 6692 92
5223 8970 775
6340 2214 398
6271 3245 963
1939 92 793
4328 47 539
7241 6113 339
7634 5998 884
1883 5087 940
8445 5701 805
8710 407 498
2662 215 562
1291 2153 986
3739 726 142
1109 651 807
3554 3121 124
8094 5692 11
1553 4612 510
5830 7266 124
14 5153 172
1118 1926 233
5007 7073 266
107 8953 658
9116 9554 710
2007 1616 599
1327 4245 823
5820 1641 50
4614 9035 407
431 4447 74
2027 1324 446
3950 1827 441
2378 6286 483
3543 2207 557
1609 1068 847
1466 8572 152
3957 9741 299
289 1459 52
5310 7279 873
7950 9655 916
2183 1509 904
4310 9950 413
3685 8744 951
4305 5528 452
1755 8139 236
7710 470 485
2377 7774 953
8543 5022 953
6202 1279 840
1627 1691 389
4383 8250 988
9438 796 465
76 1632 788
902 8751 733
780 5145 964
9070 4109 325
2819 5950 55
3275 6488 727
7415 4250 606
6728 9588 445
4847 4563 452
275 9506 774
7777 6890 419
1337 8591 603
8445 5653 181
325 5639 912
1357 4484 247
2116 1721 133
7261 2740 476
189 6230 78
3239 1567 122
7886 2468 162
3143 9381 20
77 9812 388
4729 4944 665
4239 5907 205
5789 343 3
8159 7670 373
4732 9859 329
1764 4911 63
9503 2031 511
4790 4485 986
4934 1315 736
1177 7314 415
839 4323 97
934 3151 920
1399 1452 810
2523 6982 466
7551 6622 828
1254 816 243
7678 7874 761
5252 7283 247
2672 3967 682
2975 8500 888
4460 9828 604
4776 8215 715
6268 2911 157
2647 3737 223
729 507 882
744 2929 58
9314 112 378
738 4025 819
2061 708 81
3488 1520 144
6694 7797 780
6301 7158 841
7670 3797 587
6886 1202 926
9296 3506 29
1031 9712 805
5190 8895 697
4573 9652 961
4414 2127 265
1585 2420 86
5399 8856 518
9913 1135 799
9437 528 742
6247 9229 958
7949 6597 862
5122 3851 62
2535 4842 944
3573 3382 336
6071 9222 390
5336 3811 739
7467 5286 825
9242 2717 783
1671 5695 493
9907 8495 314
7916 7971 502
9720 9213 388
1706 9640 786
950 6780 667
175 4128 212
7360 665 449
1687 8105 473
5952 7940 156
5100 2347 659
7270 1523 576
8181 9554 478
8993 6069 216
9277 2565 203
6581 7675 560
5784 6852 211
1676 5509 498
9656 4644 756
5352 2576 794
4175 6832 832
123 2653 674
6082 9655 698
9285 3443 30
1939 8469 907
9059 692 320
307 1291 438
5033 619 419
9981 6072 717
8215 488 231
3856 352 933
7199 3023 250
7738 5648 702
1589 6930 958
4312 5386 36
6241 744 725
5244 1607 114
5307 1171 725
1284 4709 113
3977 1551 565
3534 4453 146
7378 7011 516
3940 8801 657
9382 91 417
1510 1835 628
7366 9567 694
2431 708 140
795 528 642
5597 6847 151
5309 1214 748
7270 5609 367
4912 3538 247
9237 3186 895
1879 39 315
1763 5510 258
1588 137 945
9152 3336 253
7430 7636 868
6713 1288 71
5314 1548 730
3605 6502 892
9039 4713 856
5073 2023 983
9602 3721 305
4186 6450 572
3893 2403 639
1380 4344 300
699 1281 180
1882 5342 748
3079 7311 424
2100 1715 137
830 1660 790
4984 6045 473
1856 2030 568
6560 4800 98
4515 7096 816
1884 552 849
4415 7439 207
4072 461 378
8750 9588 881
2447 9287 518
4154 4112 412
8149 146 202
8423 7084 198
913 620 453
2545 9228 625
3314 9550 643
7645 6007 143
4109 3061 335
9774 4519 766
918 4791 730
1265 8384 935
1801 6724 593
7477 7200 575
9595 1408 678
6623 8689 192
9583 7693 170
7338 9037 167
1128 4218 363
7065 5284 323
4504 3460 296
815 1412 179
5148 8800 71
8344 9407 974
7694 7549 151
2689 9362 481
5166 5391 829
8341 8278 851
2023 2071 480
2608 2597 28
297 7060 385
164 1299 932
7344 181 244
568 6793 414
5416 9100 891
1213 4813 432
7416 7197 373
7858 5018 133
43 400 201
3817 2869 282
2834 9574 913
391 3640 294
9852 1940 627
4611 2079 524
1776 4940 819
1571 1976 172
7284 643 244
3067 4157 776
1237 1803 86
1662 5115 978
1648 9016 17
8648 3178 550
6657 560 688
669 4080 628
970 647 419
1585 11 788
2059 924 601
9629 3392 649
9732 262 426
4788 2570 21
8078 3656 782
2789 7408 252
7503 9538 148
2163 9988 674
8348 5597 380
8894 460 902
3819 6873 190
6258 1516 956
2086 8514 252
9160 2744 791
8179 8793 800
1101 4889 447
88 7633 674
7252 3145 956
6535 4741 98
7022 2317 407
5858 1335 496
9420 8064 653
4931 8427 433
1153 7016 551
2415 1262 37
3044 301 339
6034 1845 779
1470 1348 280
8698 3231 582
4853 8152 40
4261 8497 817
3025 2125 333
7203 6498 973
1646 2653 489
3547 9280 587
1577 3179 652
1327 104 946
5860 5872 400
5645 7952 782
4825 6796 811
2251 2748 705
2695 4326 854
338 820 578
935 717 203
608 6611 607
2309 8283 778
887 8175 838
3444 4125 551
2138 7598 226
324 9190 86
4525 2609 405
6730 5831 326
1498 7002 75
7502 8892 256
1794 6172 123
7734 965 833
7894 9700 64
2427 2274 932
3462 1532 495
8114 6000 558
1645 6194 161
3956 9777 902
3875 768 226
9774 1210 531
8221 1894 539
6921 9839 445
442 8638 536
4682 2050 498
5390 9885 84
8328 9753 421
7745 3380 927
4556 6295 674
1811 3366 725
1977 6221 468
3575 8470 261
7497 7448 830
3790 2744 884
4305 3602 696
8250 8556 636
3894 4981 129
5672 2663 903
8781 6550 237
694 2370 334
224 2548 643
5720 7791 131
9581 7339 638
8518 1857 116
1537 5906 165
3956 5266 333
1654 99 274
3651 1545 529
2192 6535 55
8864 4471 129
5853 1192 932
3905 3523 125
3586 618 928
25 3103 495
2858 7344 787
7558 253 423
1103 2633 934
1785 7918 233
3988 4134 686
4843 7926 548
5168 2635 16
4062 7556 466
5963 3672 370
9907 6456 970
8140 1018 920
331 7387 652
4984 8431 573
4516 2657 39
5675 2529 141
9967 8850 968
2708 2464 592
5228 2718 597
5012 1128 748
1758 5998 164
7796 5143 85
8220 1711 737
9776 5781 112
8387 4478 535
4558 4224 98
9633 1677 577
25 8313 266
8843 3987 719
9564 5169 271
4289 2769 923
6388 6051 301
5172 1723 964
533 7258 207
5355 679 521
1634 4343 361
8831 6648 357
549 1865 591
2130 4721 336
3427 7857 615
2004 8255 883
3096 3906 208
3481 6045 360
4396 3929 382
1279 1918 6
1469 5820 862
9168 8080 417
1112 5873 572
4726 5015 804
6945 1103 956
8856 2525 30
2402 7281 454
4107 366 600
7116 7353 504
2629 8531 43
454 2419 666
9398 2231 88
4189 3112 968
7755 7441 453
42 6520 909
5192 9885 290
1401 7800 281
207 5532 155
1982 3874 845
3276 1095 595
3010 3058 224
4831 5565 429
8091 5328 406
5515 3884 343
7467 7423 359
3414 7914 701
5194 3583 480
139 4000 855
8260 5535 659
2842 1458 611
3279 187 945
30 8015 362
4797 2129 643
310 6824 67
8247 323 436
6695 5615 522
2780 791 761
78 5305 794
4722 9910 1
3471 1624 790
9797 6793 231
4256 7826 605
4520 2774 47
5017 2396 131
41 6608 274
2132 8993 104
8925 6756 733
9410 9297 721
3273 2946 954
3761 5410 479
8801 7257 386
2681 4022 757
5341 689 182
299 3517 672
7776 786 919
8712 506 805
890 290 634
6058 2685 588
970 2096 237
1708 621 385
8332 9641 221
5990 6011 427
5596 5306 571
7875 5491 469
526 7030 815
1279 5767 610
4226 5225 766
5816 5168 955
6259 9552 463
6246 1979 178
9786 6650 651
7357 6947 810
2018 2367 224
8687 8898 131
3109 1687 894
6464 1070 929
3597 1489 24
5736 1127 595
6069 1676 106
7033 3027 419
9925 550 109
1218 1478 678
8238 2807 170
3236 7820 551
3483 255 649
2154 5003 99
4556 9106 379
4879 9984 483
5935 482 690
7724 2460 659
6977 5256 341
1457 2317 803
6631 1464 19
9785 5972 440
412 764 40
1223 8914 593
7043 7971 508
1261 7270 592
3598 3361 423
3537 9334 465
8790 2343 743
8029 2566 191
1973 2188 95
1168 9957 860
4467 3523 867
6749 4846 44
9220 6352 76
9238 559 878
7243 4227 57
9312 499 719
203 7122 223
2573 3868 918
1704 3871 580
5766 2152 61
777 1165 472
7986 9870 198
8150 8786 617
253 674 682
548 186 886
2818 8864 837
1639 9647 823
6861 4466 503
2994 2818 872
2865 6122 361
153 5938 203
1626 6707 406
3352 5085 759
6061 6530 530
6654 8479 77
7452 9173 284
8324 9857 293
2810 5526 536
2082 8268 107
8324 2807 969
3912 1629 46
2651 9037 865
3441 3023 171
6195 7020 498
4951 3540 683
4803 4309 291
898 5453 636
4143 3952 195
8312 448 104
1806 3830 473
9014 6711 837
295 5785 659
4311 9177 589
4252 8696 845
961 243 308
1617 5820 721
8896 2655 965
1997 1820 656
9868 1663 755
528 6951 636
4520 9653 335
8147 1900 238
3422 4932 149
9453 3760 602
2758 4447 562
1812 1344 998
637 2627 96
1207 1429 82
2233 6653 888
5323 2295 378
1518 1682 285
4426 311 776
9259 7129 42
220 3468 876
3607 1399 767
1707 569 370
892 685 233
6125 4143 609
5379 8267 848
7600 5735 65
1175 3279 594
6715 8598 666
5095 640 969
4621 7298 834
6917 497 245
8089 2881 167
3834 3823 364
8270 4827 43
3768 3878 970
7002 8285 853
9780 3716 833
5484 9187 297
8923 2986 858
8254 5116 739
1867 4465 55
66 4545 37
6304 7615 107
1932 34 44
9729 7798 370
5262 3926 904
4877 4660 142
1501 1027 127
1698 2774 35
8628 1781 399
5467 9577 248
1865 7295 470
9693 5267 318
9350 6117 62
6729 339 69
7680 6401 799
3497 4383 605
7595 4739 895
5051 437 164
6089 5846 205
4327 6083 493
5490 2635 69
8538 3898 787
9830 3840 558
6823 1798 852
8 7803 593
3127 8271 875
9228 1373 868
6132 4622 628
8189 1474 52
8210 7929 398
5643 8528 492
5676 259 347
2490 9425 239
4380 6549 675
6085 1266 34
875 1921 126
369 8665 400
9361 6056 17
3271 8708 840
3669 9751 935
3768 2419 147
5465 3058 852
7927 5464 546
3720 7328 706
7662 862 900
9560 7407 556
9905 5797 152
48 758 644
5352 1719 981
9997 3790 308
6608 2462 521
5611 4013 346
1032 1537 969
3756 6046 190
230 5820 541
9197 4453 268
1020 3954 447
3188 670 83
733 6176 62
2056 5427 935
6487 9587 588
1798 9177 132
4275 3264 850
5940 4960 274
7377 7864 463
6709 9171 975
7969 1840 664
472 9004 19
5892 4812 340
1745 6451 697
1298 6846 506
466 2205 795
1536 3748 256
5982 8701 270
9409 452 929
1617 2513 40
4879 251 339
8350 1915 687
1974 7103 285
730 5730 728
2639 382 940
7094 5630 747
75 1782 371
6220 3167 297
160 6453 471
7332 8728 52
4318 1441 765
4984 6227 329
7728 5436 803
8419 2958 419
8693 7012 323
7973 487 180
692 8645 722
3738 9313 465
4076 3283 692
1282 8147 312
382 9502 491
5727 3226 340
4717 4399 154
3896 834 724
897 6415 418
2721 1038 794
2210 8089 232
8795 3883 245
1397 7473 689
313 3602 537
6892 8410 771
6609 4606 655
3393 7982 153
2242 6233 879
107 3467 338
6003 113 844
4536 3534 513
1218 2524 26
637 6357 36
3489 3914 334
2087 9172 631
5897 3307 794
1406 611 802
1887 8489 979
9868 732 386
2627 7440 335
2637 9098 864
2680 3015 805
815 9245 593
8267 8813 27
9249 8149 422
8454 9093 959
6011 5849 227
436 6876 127
268 4175 47
3212 2502 747
1374 231 456
7625 5665 145
2454 7920 654
7355 1002 537
6125 9939 934
1691 9131 720
1621 1938 748
7520 707 909
9752 7097 47
7791 628 375
948 5326 977
1 8872 5
9437 6931 370
2723 5316 115
7568 7958 723
353 6076 273
6812 4193 434
6261 1811 67
6764 1615 350
9595 6763 787
486 1275 45
9557 6242 307
9981 7954 226
2258 1224 885
2713 5781 265
