10000 100000
492 1982 45
2407 567 37
1663 7933 44
431 5567 72
3249 5182 42
9986 5779 93
2566 7254 26
7168 6069 38
1701 2384 9
313 3049 21
2066 2856 48
3184 3339 91
154 8157 63
548 3449 9
174 8554 29
7641 724 59
9790 6117 66
6641 7038 92
245 349 17
6620 2733 6
7924 3720 72
2468 1773 5
1643 3410 2
5176 534 39
1401 2736 18
8851 4795 100
9392 9650 54
560 5122 50
7909 2314 93
3944 7955 27
4179 8068 59
6196 3021 26
6688 6 69
6315 2802 58
5599 9343 54
7941 3660 86
1780 9633 1
9177 7169 65
47 4020 36
353 6415 15
1320 3991 36
1553 1369 60
2657 8104 20
5939 3349 83
6218 3180 1
1899 6691 83
6408 7889 13
1384 1301 21
259 2392 5
4266 4706 25
3099 6171 91
9804 6023 33
3012 6434 13
7981 2073 6
3938 6162 11
7192 9234 86
4805 4641 10
6134 9931 2
3022 9765 88
9924 5809 63
1148 5758 61
4907 5762 68
8127 9232 27
2780 8047 62
5784 352 38
1124 8577 45
7211 5081 13
2170 400 39
5299 6120 33
8538 9727 87
6565 2318 92
8041 1074 40
4546 254 93
646 9965 88
797 591 93
4117 5425 5
6416 8396 32
1570 2097 11
8884 4597 73
8392 1635 75
7553 2869 35
1807 820 16
4768 333 89
7617 9950 61
5995 6163 25
162 4451 29
3138 9909 18
8954 8281 96
2584 5445 7
4057 6424 21
1495 2098 9
5118 649 82
4582 5556 10
1983 1740 77
5263 2396 49
6851 9924 51
8433 195 22
4551 5524 16
5492 144 9
6639 4043 51
25 6257 18
1895 922 68
7545 576 22
2919 2157 68
9372 6574 1
7224 3968 5
4745 1010 47
9584 6792 25
2653 5140 48
1402 9907 79
6198 4606 99
1475 3877 17
4158 2789 65
4451 9780 78
9116 5970 69
5020 1782 89
8117 8408 14
3959 4401 20
7377 2681 67
2863 1451 34
1639 3735 80
1706 4390 100
5182 1700 54
3453 1670 44
285 3864 83
2408 4616 72
1437 749 28
9729 3518 76
1888 1753 81
9558 2527 86
9828 3983 87
8128 6156 64
6260 4300 70
4340 8461 55
3237 8399 70
4505 4520 10
7552 7012 81
1257 2578 33
1514 1727 98
638 9419 8
7678 5004 79
428 1576 97
4290 4732 69
2852 4912 70
2020 2855 1
3985 4237 93
9674 9430 69
7066 837 5
6605 1339 96
8375 8775 62
7442 2137 93
3345 4793 28
9435 5725 81
8607 7352 90
6638 7742 60
7044 5244 10
9319 9356 55
2421 7699 52
194 2469 43
9564 8802 15
9758 1737 63
5658 4373 86
9502 9624 44
8594 2591 81
3788 6290 76
4999 4093 44
136 4075 91
5008 8956 72
407 7643 2
3797 2901 85
4930 7353 58
6327 4265 4
3655 6139 61
4816 3821 38
4793 1298 12
6489 5587 87
2677 8489 48
5190 4574 72
1349 182 54
9615 9446 50
7824 4408 92
4198 3094 56
1481 7424 2
2692 7992 66
2080 3093 64
4488 1490 33
4642 3079 15
9302 8994 73
7716 6279 38
4999 5940 3
7164 1472 34
2517 7167 13
4688 4443 23
2590 9187 81
6062 4743 76
106 7857 56
485 4165 49
1873 7070 99
1121 5529 48
2716 7364 35
8740 6799 46
7489 5215 53
2977 6761 32
2267 5271 87
8098 8909 89
5894 9423 46
9898 8212 49
7190 5067 7
326 6445 91
5767 5242 93
4132 3411 46
3940 80 61
6898 9027 69
9090 2372 38
4942 6762 70
5612 5954 90
1641 1030 39
9288 9888 18
221 7245 25
2246 3244 47
7833 7118 69
6942 6209 50
1428 3201 1
3851 3173 79
8183 4840 73
1710 2805 12
7696 164 77
7137 5053 85
3289 2530 75
2654 6186 8
1211 4732 10
8022 4202 88
6672 6383 55
9182 9460 28
6452 9828 50
5122 988 71
1600 6097 11
8866 7575 48
110 1129 30
7230 9591 84
5046 2636 32
419 1871 93
8567 4861 20
3123 9063 70
8321 2330 95
1513 426 20
2324 4888 27
8072 1506 46
6140 1340 42
2124 5271 91
9189 1714 70
6074 7782 9
4706 3176 71
3479 6408 37
1323 9913 24
7408 8562 4
8854 2424 1
6412 3479 57
2536 1182 69
154 2563 20
9348 5947 64
4746 9212 43
1790 3026 98
2862 3148 29
2430 3649 8
5240 3641 89
8130 4996 50
8230 8535 35
3062 9923 4
7527 6219 5
3001 4062 20
9413 8213 15
5080 3112 30
2119 8417 88
3031 9464 73
9010 9820 20
7513 681 41
2314 6575 91
2248 592 29
7634 2274 14
3509 4765 75
2791 461 10
604 5662 65
5928 5553 44
9956 1160 79
6185 5429 70
4001 8770 90
7253 9839 69
7788 3428 32
3129 5247 85
7409 8565 43
8223 4926 39
9397 3640 30
1034 4954 68
5511 5648 24
6996 8497 97
5838 4410 56
2818 3045 18
4573 1296 74
9904 5920 97
6396 8006 87
990 4144 68
7293 7555 80
7787 7220 68
1909 7715 16
613 4241 32
2972 3618 34
2184 5933 82
799 1995 19
2392 6313 6
2736 5819 12
5674 219 83
4025 2809 100
2952 4781 20
581 7748 9
3772 3430 72
458 5704 5
2385 234 7
2180 7194 63
411 1565 2
7672 8194 73
2795 1649 99
5845 4124 25
7612 3591 23
2218 1744 59
6332 5953 25
3743 9449 84
1126 4766 35
9004 3064 63
6168 6075 80
4053 9852 54
2922 5746 80
9514 4615 38
9011 9549 84
864 2662 46
2665 8716 86
7540 4081 57
4037 1518 24
3297 6681 64
891 7113 5
5550 8063 88
7829 8719 100
9968 1734 51
9600 5342 14
900 4610 92
3329 3800 90
877 4734 48
5992 8394 43
4472 7354 10
419 3809 27
486 5063 66
2204 6840 59
835 831 96
1980 438 56
9870 6606 79
6940 5536 64
6183 4182 1
6565 6883 3
1649 17 83
8687 8249 16
6687 453 94
7188 9954 83
1970 1741 68
2885 5317 36
5748 749 32
2208 1101 27
7359 656 33
4312 5183 8
4714 317 76
4447 9067 85
8968 7537 83
9387 7346 99
6234 1835 48
512 9830 48
5909 1937 33
939 8756 91
7612 7211 34
3313 1178 18
1425 1401 78
41 9836 19
5437 9125 30
4906 2267 68
2832 1980 82
7865 2715 30
2933 1459 43
4668 5257 31
6865 2329 24
2077 7758 48
4852 8548 22
2069 9421 82
9407 1664 75
3933 5410 62
1704 6908 28
5670 7000 34
7104 538 65
9588 7986 16
3728 8280 34
8299 2121 92
9268 285 73
4536 6980 77
9863 2225 39
1756 1791 15
9364 4634 74
4664 8521 39
3542 3970 29
4347 1660 13
4868 8576 15
852 8558 28
4768 6835 33
8629 8460 76
121 1560 10
5734 7428 90
7748 6459 34
5203 2441 79
5025 5443 16
2961 800 49
1509 2325 52
2684 5384 40
9578 2830 33
3738 8550 33
6858 7676 64
5688 8590 54
9207 9487 14
4371 9551 93
8584 9875 13
5427 3827 70
3463 4435 58
8943 9511 8
2480 9689 83
4538 7659 77
7215 4596 87
7699 894 91
8802 4236 29
9025 7333 44
4242 8249 2
2874 8123 98
1304 1217 55
6392 2697 70
2255 9341 32
6942 238 33
8335 4580 69
896 2081 10
1491 7386 5
8939 4457 23
7871 5866 86
9532 1813 23
9405 3783 84
9845 934 23
425 7627 39
7816 2826 83
3596 7139 90
5365 9928 96
8968 5739 39
2692 8 68
6727 7331 84
9924 5929 94
2088 9838 20
4595 4974 56
4767 8757 8
4388 8705 33
7894 5096 11
9254 2490 78
6917 5001 72
6488 2221 90
6577 6124 25
6170 7937 45
1214 2512 46
5256 2404 100
6797 8361 3
9194 7933 34
694 5017 29
8315 1950 86
3329 3647 29
6845 4614 45
871 6844 52
2427 765 73
4372 4158 70
7805 7804 20
898 4672 33
8562 6628 18
1210 7615 20
8800 4795 35
681 8080 33
3468 3019 40
3139 2066 43
1566 5846 69
8887 1168 77
7163 5150 33
7906 1599 58
660 5060 62
1103 2731 11
2354 5638 80
8649 1549 19
2030 4055 76
3616 5691 10
8793 7526 13
2476 7973 25
500 3908 85
4312 7302 67
7888 9452 41
9088 9957 1
5535 3975 14
124 1779 81
2446 1781 6
5105 691 47
3243 4137 63
7539 394 47
1882 1177 67
8547 5396 27
6793 8437 83
5624 7738 22
3905 7553 8
8738 1884 49
6188 9407 12
9897 7583 60
873 3746 41
2643 30 74
5092 9755 82
7007 5799 29
9027 503 25
92 3900 83
3313 4539 42
4284 3855 39
2479 9429 46
172 7464 71
6392 2756 9
7003 9384 26
5880 43 94
224 2626 34
5067 1137 70
8630 8829 36
3331 7650 45
6806 4180 27
7563 1545 58
1593 1001 60
2046 9670 71
1897 4005 81
7154 3079 45
8815 302 22
1222 6585 37
5594 2913 48
4694 5793 75
7494 5135 61
5789 2153 87
4469 8586 77
9276 6086 8
8852 286 38
8700 2208 87
8630 5612 20
455 2734 34
5980 2382 91
474 448 39
6630 7258 36
5488 7827 20
4951 4554 73
5551 6439 60
8441 5832 36
1328 8117 55
4385 2390 16
8163 3305 28
5870 1637 15
6902 6255 93
9780 9283 32
6504 4778 22
9684 1999 36
7391 2438 24
7915 7089 40
6033 1784 23
9397 354 25
3775 8639 45
4047 2519 86
1821 558 45
2581 2892 41
4779 245 83
9450 8124 100
3564 6891 55
1939 2310 51
8152 2361 94
5749 5268 88
8593 8843 55
6322 2022 79
2878 8326 42
4371 2262 75
8685 315 98
4404 7364 86
7430 7769 88
7777 9500 29
577 1939 78
7028 7942 49
9054 409 99
5301 7078 3
3833 7659 72
2880 3826 82
9074 442 3
1461 6349 77
1041 5576 81
1981 3527 36
2811 9169 52
397 1554 48
4108 1920 20
2926 9669 40
6189 666 78
9463 7293 90
3769 6510 74
5870 7423 15
507 1625 81
5655 9010 67
7035 28 81
8334 5713 31
3044 7959 40
5486 5791 2
9718 3450 71
3364 9094 27
9029 4817 62
4650 6015 53
6957 1504 1
4638 6048 69
9577 1145 96
6453 9429 43
7974 7395 15
3905 4943 64
2851 3479 41
5652 7380 10
5840 9521 33
5952 300 12
589 3983 96
8546 1156 81
7369 2641 4
7850 1926 4
5229 7700 44
6082 7272 37
1285 1882 56
197 8464 85
7448 960 10
5426 8776 14
3766 168 100
9784 4995 82
3507 5352 22
4108 9943 24
4644 8086 67
8974 1744 49
8713 5273 72
1089 4308 70
6565 8037 54
8903 2152 47
4461 1134 83
597 5785 6
3985 8738 13
9058 8378 28
9043 4110 64
5815 7334 80
6206 6148 25
8796 4683 78
1460 8529 75
8251 8693 58
8686 7970 66
9193 4720 21
99 6789 28
583 6205 92
72 7756 75
7717 6912 52
7176 2774 49
9334 5889 32
1218 5923 69
7353 7031 79
2252 869 16
5879 6424 97
1100 7343 96
4977 4588 39
8471 6279 6
3760 4661 74
2890 8635 7
8721 5738 78
3994 9890 2
2513 6564 33
8367 2352 63
1693 6466 24
1375 1174 51
8430 878 71
5174 3840 58
2640 3099 63
6599 4114 32
9174 4256 63
5403 4415 54
8779 8385 45
3006 9466 90
6746 4838 52
6170 8007 55
3512 2188 34
1243 8064 60
8528 9533 32
3333 579 69
6623 1691 16
2695 3764 46
6606 456 14
1921 2567 42
2944 5171 16
671 9510 26
4683 6160 81
6079 6012 64
3389 5857 84
9785 6902 65
2915 5406 62
157 3883 21
4586 3356 78
4084 6247 30
6244 4630 60
1246 67 52
8882 1368 49
2292 7577 63
2536 8172 32
2799 635 47
9885 7686 47
1275 2081 66
2060 5675 14
9203 2945 80
8773 9108 64
806 5474 80
4281 420 30
5798 268 61
7928 3653 34
3988 1120 11
2038 2631 4
7523 5344 23
3377 6492 4
4054 8635 93
9686 5841 79
2786 3110 35
841 6818 7
2961 6778 6
1471 5966 41
5769 5267 86
9181 2287 90
5919 6709 73
2273 2173 10
9250 4869 92
7256 3966 65
5869 8590 50
3898 6939 75
8513 6951 89
5431 3532 1
542 1478 58
9703 2563 81
6752 9951 24
7636 120 95
4270 2043 41
5335 6252 73
3022 6992 68
2447 5368 4
1 4269 100
9275 2805 84
5063 4633 85
5235 139 18
2551 6011 18
7633 4903 3
2445 127 23
7689 7404 88
9459 1537 67
1444 6076 83
1502 8689 42
9154 8959 67
2755 1798 58
9911 2869 52
9117 6807 44
7339 1130 46
3076 3632 17
4169 8304 74
6089 7658 64
4362 721 86
1063 6569 24
2129 4401 75
6476 5304 59
5729 5714 25
2523 9752 84
5062 3185 5
2546 707 53
9233 5611 82
9861 5750 43
7853 1703 29
2447 3800 32
6031 224 52
7521 3741 2
388 1251 20
5275 3763 78
348 7415 81
7645 6831 59
9108 1751 16
1428 9107 8
6018 8188 73
5103 7107 57
656 9960 41
1374 46 47
5381 5434 1
1707 6022 94
6728 9603 8
4026 5704 78
1091 5133 33
2347 3880 2
5210 2026 3
9714 2637 28
7555 9226 71
961 6645 6
3194 5720 29
2271 9352 39
9214 4004 39
5727 5453 18
3089 7110 24
5911 7445 84
8376 5842 62
4348 9247 40
8864 1098 39
1978 2670 39
6447 9936 25
2244 6289 55
3582 8472 32
1173 8065 29
5915 8300 18
1739 5640 99
6372 4099 67
9533 3496 12
2797 2052 82
3853 4245 29
3656 5654 98
1225 6135 36
9880 4873 74
622 5268 89
6690 2476 40
7486 4236 87
9122 5226 92
7854 1501 45
4923 9224 64
6677 6109 94
5251 5400 98
9391 565 20
7447 5790 27
1079 2379 98
1958 1248 58
5556 5188 24
8992 1919 70
8357 9874 28
6321 6774 74
421 7887 43
449 5145 65
6069 12 31
7910 2339 38
3651 6743 4
3982 1087 70
9945 1561 100
2039 3918 28
3795 5029 61
2621 1576 79
5373 9806 37
4624 6070 84
1585 7129 77
4897 9869 76
3012 7365 38
709 1124 95
129 8298 34
624 6527 90
2423 4214 69
6402 1273 86
639 1442 18
2471 701 8
5520 3440 63
5363 8892 21
8244 1148 18
6793 2725 20
2321 3927 11
5581 1423 64
1051 5948 9
7706 9215 42
2132 2250 33
385 7375 23
1988 6726 87
3992 6067 75
2135 8388 35
8521 5593 13
2083 2898 25
2579 2003 95
9337 1689 59
2024 178 10
5748 5804 40
8791 5756 51
7848 242 75
6071 8948 93
1404 2653 3
945 4098 14
3680 3123 28
311 283 86
35 1474 91
2281 605 39
8637 7746 33
2818 946 11
817 8180 32
5497 4594 36
4413 1675 61
6827 3523 5
9707 3017 81
2566 494 44
9275 5780 76
5910 9261 46
207 4665 57
8566 8886 8
7010 374 16
5493 4613 98
9730 6247 92
2573 5336 3
3696 7921 75
5073 3000 96
6185 6065 41
9814 6931 20
4552 9205 47
1172 4061 58
814 9582 39
4566 2302 40
3009 7587 54
5974 3323 22
2436 1121 1
9945 9184 49
5644 4540 34
7867 8378 82
8328 9754 74
1817 6675 77
352 8747 25
5027 5287 14
8329 4866 7
103 1055 16
5075 6773 7
7224 7959 33
656 8354 40
1747 9035 99
5643 7312 36
1596 6367 25
3198 1526 52
3242 995 2
9789 778 95
9206 31 35
6727 8879 73
6093 3264 92
8304 7179 11
1496 3563 20
7441 4182 59
5169 4813 14
2944 1520 95
53 3344 12
3086 4875 37
1396 4622 96
4570 7367 40
3185 6018 100
5095 2129 89
7454 3098 9
1026 630 16
2417 8416 8
6601 901 53
2383 7455 90
460 9811 49
5211 5675 59
664 2856 36
5339 2852 83
8030 722 26
546 783 74
7893 2116 39
302 662 53
4227 9680 93
6196 1964 25
9566 3200 35
9168 6569 94
8350 5771 73
7197 979 4
7687 7235 31
238 1135 6
75 4493 14
797 863 77
3300 2867 3
7711 9572 31
6284 226 16
9856 2659 18
1266 4558 91
7693 7758 56
171 5581 49
1671 8703 2
9148 4311 62
6979 5186 21
6517 1059 57
4837 6872 33
7488 4627 49
7392 5216 48
3521 8946 93
6018 6081 57
9158 229 75
2370 656 56
8078 610 59
1851 4668 56
8637 958 74
280 2870 30
5546 8743 57
8789 3254 53
3565 3682 94
1144 5852 80
7014 6460 2
4248 9353 53
576 2787 76
1434 6670 33
898 6122 88
3605 5858 50
1369 7254 59
9158 4790 37
8219 2704 6
2759 3525 97
4318 3271 62
6229 6097 75
8795 9203 45
1107 9909 29
7419 4641 33
1140 2403 11
7409 4931 56
8550 304 12
4107 5230 27
2992 5191 39
523 3059 70
5086 5817 51
78 7860 18
7532 2893 60
3977 6962 95
7085 300 61
8450 5641 81
1225 9469 29
3508 6578 99
2585 9217 58
3200 7489 86
7975 6217 18
6872 5646 15
6546 8675 64
3052 1394 54
999 3797 53
4163 729 21
1300 4232 68
3058 2185 40
2727 7672 35
418 1446 51
3967 5488 77
7858 835 17
2567 3633 64
8844 9699 21
5821 2222 55
8944 5852 11
5724 3860 13
4129 4407 85
75 700 76
8916 5473 89
6061 8680 56
739 9096 100
2670 3567 29
5929 1208 30
2430 7124 46
6106 206 29
6954 6628 28
4799 2748 26
3196 4031 42
9348 6778 30
9721 8622 39
9510 9568 14
3820 6653 35
8862 4871 51
5907 6343 54
4447 8438 34
5902 5194 10
9955 1910 22
1126 9254 7
6709 8264 44
4914 550 45
7938 3604 31
7395 6236 68
6743 4972 76
3273 2881 70
7065 7410 70
8659 9098 37
1649 7473 96
2709 9034 62
3215 4405 11
2864 6925 98
4261 4968 29
4138 3300 78
1116 9379 10
7863 9166 76
265 7003 21
7545 7964 54
143 6552 33
2738 5785 86
8209 9354 20
4926 8419 15
9129 9195 21
1696 7409 51
5547 8177 88
2781 4719 36
5503 114 64
6178 8453 88
4384 1544 64
1743 3782 7
4945 659 16
4651 7236 13
2063 8435 71
1496 7716 58
581 3974 33
6110 8522 83
2992 3805 69
8381 7088 34
4738 766 15
7147 4859 88
4025 4072 55
2436 4494 19
4279 5763 18
5356 4293 23
1194 4272 98
4177 2287 79
7829 7383 56
5795 8284 95
5104 9692 20
3391 9981 94
302 6085 6
6593 3933 95
7589 3041 54
8171 1460 96
3270 2356 74
8951 738 74
9397 2574 5
4436 2931 40
9459 7312 62
7624 3986 86
4912 4594 47
7323 1937 24
1013 6939 9
2056 532 43
7957 1096 32
3423 2932 15
8450 4485 55
4112 7808 13
5234 9751 98
2653 4219 68
4879 2515 35
9761 3650 80
5597 4268 98
5376 9175 75
3114 5535 34
4225 6042 63
313 7906 65
2412 1728 95
5587 142 48
3467 8157 69
2477 5891 47
3115 9974 82
5276 3546 30
7227 6950 13
8446 1563 16
2286 8334 55
6971 5533 63
1561 5062 36
7862 8616 55
8387 1417 95
7717 6245 16
5114 8475 52
3629 6545 48
5355 9651 90
6173 8764 45
8177 4691 28
3822 753 26
218 3184 18
289 8521 73
6662 1499 89
4174 1154 48
1841 529 32
9461 2076 96
5457 5809 70
4992 1298 51
5294 9744 40
4143 9846 45
2836 8606 95
3180 6174 37
982 1771 90
526 5966 92
5188 5360 100
6588 5641 30
3940 3644 21
4394 6996 13
6296 3676 23
9320 2620 54
228 9492 72
5972 5542 40
882 1025 8
3619 9989 34
2171 657 68
4529 1573 3
3284 7393 76
6646 6723 22
7760 7315 60
5677 2494 91
9491 9411 79
6431 4650 8
3229 6076 76
668 203 16
7047 4301 51
9874 7086 68
5326 7746 69
2693 5961 45
1571 7997 16
8725 9819 31
4324 373 56
1751 37 4
9527 3558 99
5727 3387 61
7109 8502 94
4030 6526 15
3546 1247 61
1531 8361 69
8139 9258 92
6241 5156 44
9546 7528 19
3202 568 23
4817 4755 54
7333 3785 73
8534 615 69
2755 4894 59
1352 5128 24
68 259 84
4653 635 23
4241 6190 50
5440 7238 65
9521 8938 20
8386 107 53
9545 9542 89
4290 2081 47
9529 4279 50
7294 9503 84
3008 6292 1
781 2356 83
2419 7446 44
1774 8450 97
7133 6865 24
2590 6922 26
7702 486 35
945 5640 10
7435 9604 3
1416 1927 13
2172 7254 50
6951 4406 92
5631 1950 36
7063 8318 56
3430 4876 66
1179 5082 94
739 5427 58
7696 8237 21
9785 423 95
4487 356 71
6515 4591 85
5592 8742 63
7971 2772 21
5462 9642 28
9287 1141 58
7161 325 82
2592 8176 25
3845 7273 50
1633 1945 75
4745 1441 59
249 318 28
7414 2655 31
1409 1404 38
1602 6661 19
605 8207 67
8313 4859 16
392 2375 64
7305 8329 14
826 6320 100
8755 331 80
5784 6407 59
1712 2871 93
8662 8863 3
9379 8763 68
1785 1357 65
9765 2157 86
5082 230 74
802 203 83
553 9258 39
9410 4354 55
3609 7217 86
7085 1485 32
5194 9278 67
5424 5882 76
1872 2183 94
1300 5265 63
4285 4097 30
5341 9580 88
8157 4508 60
7897 1115 27
3461 2267 72
6648 6471 1
2890 6984 13
1587 5201 89
214 5143 9
4345 2101 61
8430 3028 20
9517 4752 34
9844 9957 29
1632 3141 2
4965 6816 24
9502 2064 33
8322 2948 26
707 2885 51
4849 4495 43
7139 9687 87
2311 4768 32
5328 5571 58
9318 1468 75
4185 6458 11
1003 6016 66
8536 1096 37
6720 8558 5
7933 3208 87
2311 3290 1
7151 6656 10
3800 2135 7
7461 5143 18
8452 2453 69
118 3687 32
8343 9324 64
9282 9241 90
4079 1578 31
3739 5062 57
4872 4615 14
3223 2464 26
8479 1298 62
3289 1629 6
6536 7627 54
8402 6841 87
2131 5054 67
5255 7215 48
7148 6389 25
6927 888 65
3670 8648 47
9118 693 1
9108 5098 61
8213 1601 6
8341 3062 45
5579 7698 33
6963 4392 25
5450 8989 72
3504 2012 74
7429 8327 9
262 2165 26
6718 2401 76
7385 3828 29
381 6619 27
6495 482 98
3014 9023 70
4864 4108 76
7833 2378 36
8520 7169 20
4121 6558 87
9134 7550 53
1904 4939 85
2170 5734 89
7836 5943 15
829 1622 55
2925 8462 61
3542 8375 85
8150 5262 84
9546 8760 90
6942 826 65
7650 4701 74
8156 448 18
8762 8651 82
5001 842 64
5577 5689 37
2024 8921 96
4205 230 48
3110 2275 77
6075 6827 8
2941 6996 29
9341 9823 17
8266 5988 54
2238 9587 67
7432 6082 51
9301 7319 62
23 183 61
6067 1941 84
9431 34 91
5298 1926 30
5853 9266 38
3644 6279 32
4792 3255 87
7718 5980 67
4192 9460 95
4650 3490 49
6033 1312 44
2308 2126 61
3517 2356 11
5225 2820 94
142 4110 35
1993 5864 74
5082 401 21
588 7019 83
7524 2377 99
7330 8901 32
4732 3646 16
1934 7604 31
8481 7547 21
2637 8863 96
6540 3094 58
8382 9712 20
1122 9252 27
2535 3389 26
8987 1729 52
8445 9642 3
2352 6398 4
4718 7165 23
2134 8620 49
5045 2822 19
4978 9788 7
3087 8965 29
3294 6839 25
5828 8025 90
4112 1882 65
1357 373 33
1404 834 44
4022 5538 16
9516 6854 8
7216 3427 45
2940 4270 40
1536 3818 50
5444 453 31
1675 2428 56
1449 6457 65
7746 6060 2
5859 3520 45
5604 9051 69
7146 4504 44
3405 8493 83
7457 4382 20
7084 5525 35
4644 9543 36
260 1202 70
1283 2856 98
397 1762 83
9914 3544 53
1146 973 74
9119 8234 43
3879 4914 25
2914 1086 14
6018 6923 42
5875 4272 93
8765 8006 72
6668 5341 86
4903 4169 30
8171 5243 11
5211 2727 34
1250 4741 69
6208 9146 30
2357 5728 27
5335 6280 23
8915 5324 34
9691 9153 74
5238 6574 77
3116 4205 23
9691 5447 93
3148 7246 65
9953 2367 22
3780 2231 65
4741 6389 97
3033 4102 92
3588 3754 59
1724 4598 13
8752 1564 15
5086 8346 31
2756 926 95
2450 9349 89
4479 475 76
4648 7303 14
2357 1858 6
5294 2716 42
2227 8822 84
7745 4837 66
6637 8433 13
3497 6399 61
2766 911 55
4179 6249 84
656 9217 24
4421 7678 71
968 5955 4
8741 7006 3
4775 961 89
321 980 48
3909 7562 40
5375 5947 64
141 7239 67
7737 8829 36
8296 3022 77
4918 9705 54
1018 3197 32
4084 6481 23
2469 9574 98
5596 1978 47
5109 6665 54
7159 9558 62
5525 8984 68
2755 2156 59
1305 7441 44
4872 3658 66
2218 3991 26
1489 2578 26
1374 4537 29
3309 961 89
1300 3435 63
4377 3061 49
2096 2005 54
5706 7681 52
1405 2313 50
8262 8943 11
4886 4671 69
8112 7080 15
1171 6479 78
1969 476 77
6445 5024 19
6700 7131 94
1217 3405 51
5482 574 34
4920 3621 100
1156 9756 13
2101 6256 9
8899 1407 8
8808 641 13
1406 6347 36
5221 6702 11
2570 2389 23
3431 2623 92
8285 3739 100
7829 9813 6
8032 9261 49
2426 3293 23
8539 9058 38
4893 5270 51
2342 8097 76
6919 4600 86
4682 6230 18
4324 6538 39
179 9446 84
7423 9929 29
5711 5125 20
1222 1240 1
808 9942 18
1721 8294 70
9066 3098 54
6477 8530 35
3974 1127 58
8829 2154 38
2741 6377 99
8537 8022 100
5123 4266 87
7047 6126 78
4121 1345 28
7056 6806 92
245 1932 28
9758 808 66
1658 2320 68
1605 4403 84
8746 8440 2
5724 9755 85
3488 5937 75
7787 8786 18
4818 3174 96
4878 3529 43
112 2417 63
7464 6740 55
9609 2591 98
5679 127 21
3429 3876 62
5680 2770 33
2118 7610 87
8604 4828 73
5483 3257 74
1894 2822 15
8578 9961 26
9996 9070 33
3225 8348 91
200 9554 34
9904 6930 6
1423 3467 48
6653 5126 41
9882 1647 52
9094 5569 86
4533 7539 45
5445 8179 49
1611 5653 84
1779 6664 12
8202 4044 23
263 214 2
5316 8181 78
3522 2135 87
2220 9973 69
9064 7673 99
8611 4529 96
8880 6850 90
1740 9978 98
5431 9833 99
8412 9637 7
282 6902 34
1637 3380 15
3001 814 5
4089 6755 96
2209 2710 34
6252 8417 48
3979 8863 96
5102 9941 18
3913 5692 25
2693 1898 80
3979 1993 92
3727 2015 43
2466 2058 41
9608 890 70
2277 1097 59
8723 6161 89
1750 7587 94
3454 3508 67
9717 2357 50
3576 2528 70
3989 6981 98
3111 6005 34
7238 4678 67
679 4049 14
7807 4449 48
3037 3816 8
597 3814 60
5123 6149 74
3737 3689 53
7945 5451 59
5014 6467 30
9442 906 56
6403 7672 29
4325 9409 10
5859 7726 40
5028 6489 86
3871 315 52
2179 6851 74
7045 7734 29
5313 9222 19
1490 2256 5
1965 124 61
2571 4200 33
235 7379 16
6333 6453 24
3483 8308 34
9059 5782 19
8723 113 66
3244 2042 1
7849 4737 100
2836 6071 98
3232 6299 96
3353 8445 20
2329 3431 63
6899 8360 36
5874 5660 64
9491 6105 39
2848 4035 25
98 2935 42
9878 9816 47
3251 5399 83
249 3467 82
9106 9662 88
1611 5807 21
2850 5959 36
8944 2760 42
5629 2714 31
4133 8850 32
5823 2933 3
542 3080 87
8932 6603 29
385 2583 97
3929 4187 98
8023 5654 58
5072 2339 56
5847 9940 91
1470 3888 3
8733 4010 60
9981 7241 37
7479 8942 100
6162 8026 15
5099 156 80
6811 4966 27
313 5116 14
3609 8880 41
8391 8171 87
1923 5457 15
987 7425 84
9313 8911 51
8537 7878 19
9802 8278 10
619 1279 13
6238 1868 15
378 4349 49
1576 3236 53
5238 5316 96
2010 93 3
3348 6657 52
8171 5464 19
6455 3653 8
4487 4772 51
525 9121 89
2374 8019 13
8730 6969 18
232 3510 96
7768 6206 50
5665 1322 11
4740 61 99
4228 6157 34
5497 5229 99
2025 738 24
8765 9093 30
9641 3949 58
9834 3965 89
2877 2243 4
1389 9285 65
7249 3825 63
2290 1211 37
8905 8711 40
3388 6038 19
9501 4405 36
3745 7499 56
2303 8063 62
9960 7591 21
3193 8543 66
813 6134 45
5562 9662 78
6863 7783 5
6836 927 49
5768 2132 8
4141 7295 23
8184 3579 29
6510 5171 64
9250 9536 76
9357 459 80
8480 3113 32
1233 2646 84
9108 252 18
7131 4495 99
4584 7709 81
9366 6443 45
3997 8157 63
7956 9697 4
2040 57 66
2622 3107 19
519 5340 61
8306 6267 87
4224 3038 49
5324 9459 47
19 2774 39
7402 5876 22
3808 1427 61
2638 7308 44
4235 8681 53
7553 2049 48
6657 9630 82
9245 5451 78
5252 8791 64
8310 2871 22
3497 2169 10
6963 3516 63
3513 4034 1
9731 3421 13
6624 4760 35
399 5864 12
9353 875 66
6133 2718 88
8899 5280 34
192 3900 60
5741 5482 96
4973 9590 18
2109 5920 18
2847 7286 75
4337 1476 54
7802 7807 64
7246 2778 22
1593 2609 97
9036 2397 40
7033 5331 7
2520 7416 35
5076 2886 11
9407 8720 71
4946 1394 55
3798 1880 59
5202 2132 22
2549 6143 40
7571 9929 92
2553 2931 77
9201 191 4
4627 2795 34
